City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
229,Nelson Bay,AU,2020-05-09 19:43:18,-32.72,152.15,55.0,76,0,9.17,clear sky,0.0,0.0
230,Ulety,RU,2020-05-09 19:43:19,51.36,112.48,32.31,83,0,4.38,clear sky,0.0,0.0
231,Olafsvik,IS,2020-05-09 19:43:19,64.89,-23.71,37.83,69,0,1.12,clear sky,0.0,0.0
232,Chiredzi,ZW,2020-05-09 19:43:19,-21.05,31.67,61.83,78,0,4.68,clear sky,0.0,0.0
233,Lamar,US,2020-05-09 19:43:19,33.67,-95.58,71.01,40,1,5.82,clear sky,0.0,0.0
234,Sainte-Claire,CA,2020-05-09 19:43:20,46.6,-70.86,42.01,53,100,8.01,overcast clouds,0.0,0.0
235,Tselinnoye,RU,2020-05-09 19:43:20,53.08,85.67,50.22,48,0,8.66,clear sky,0.0,0.0
236,Vila Franca Do Campo,PT,2020-05-09 19:43:20,37.72,-25.43,62.6,93,75,25.28,broken clouds,0.0,0.0
237,Bridlington,GB,2020-05-09 19:43:20,54.08,-0.19,59.0,77,22,6.93,haze,0.0,0.0
238,Hay River,CA,2020-05-09 19:43:20,60.82,-115.8,30.2,80,75,8.05,broken clouds,0.0,0.0
239,Shache,CN,2020-05-09 19:43:20,38.42,77.24,65.12,47,100,14.29,light rain,0.0,0.0
240,Inverness,GB,2020-05-09 19:42:37,57.48,-4.22,45.0,93,100,10.29,light rain,0.0,0.0
241,Ostrovnoy,RU,2020-05-09 19:43:21,68.05,39.51,34.5,88,100,5.73,overcast clouds,0.0,0.0
242,Naron,ES,2020-05-09 19:43:21,43.52,-8.15,61.0,75,100,1.99,light rain,0.0,0.0
243,Ziro,IN,2020-05-09 19:43:21,27.63,93.83,49.48,100,0,2.39,clear sky,0.0,0.0
244,Anadyr,RU,2020-05-09 19:43:22,64.75,177.48,35.6,93,90,55.92,light rain,0.0,0.0
245,Iqaluit,CA,2020-05-09 19:43:22,63.75,-68.51,39.2,60,75,6.93,broken clouds,0.0,0.0
246,Imaculada,BR,2020-05-09 19:41:06,-7.39,-37.51,72.68,80,44,4.83,scattered clouds,0.0,0.0
247,Haikou,CN,2020-05-09 19:43:22,20.05,110.34,82.4,88,92,10.38,overcast clouds,0.0,0.0
248,Berlevag,NO,2020-05-09 19:43:22,70.86,29.09,32.52,89,100,6.85,overcast clouds,0.0,0.0
249,La Ronge,CA,2020-05-09 19:43:23,55.1,-105.28,44.6,30,20,8.05,few clouds,0.0,0.0
250,Ucluelet,CA,2020-05-09 19:39:06,48.93,-125.55,70.0,59,75,5.82,broken clouds,0.0,0.0
251,Hurghada,EG,2020-05-09 19:43:23,27.26,33.81,77.0,44,0,10.29,clear sky,0.0,0.0
252,Tumen,CN,2020-05-09 19:43:23,42.97,129.84,52.5,91,100,1.54,light rain,0.0,0.0
253,Svetlyy,RU,2020-05-09 19:43:23,54.67,20.13,46.4,81,8,4.47,clear sky,0.0,0.0
254,Tiarei,PF,2020-05-09 19:43:23,-17.53,-149.33,84.2,70,16,4.7,few clouds,0.0,0.0
255,Kiama,AU,2020-05-09 19:43:24,-34.68,150.87,51.01,66,0,10.0,clear sky,0.0,0.0
256,Izhma,RU,2020-05-09 19:43:24,65.01,53.91,42.69,83,88,4.45,overcast clouds,0.0,0.0
257,Broome,US,2020-05-09 19:43:24,42.25,-75.83,37.0,85,75,19.46,broken clouds,0.0,0.0
258,Udachnyy,RU,2020-05-09 19:43:24,66.42,112.4,32.0,98,90,8.95,light shower snow,0.0,0.0
259,Kungurtug,RU,2020-05-09 19:43:24,50.6,97.52,33.76,79,82,0.94,broken clouds,0.0,0.0
260,Pasighat,IN,2020-05-09 19:43:25,28.07,95.33,71.06,56,0,4.23,clear sky,0.0,0.0
261,Severo-Kurilsk,RU,2020-05-09 19:43:25,50.68,156.12,33.3,92,97,17.87,overcast clouds,0.0,0.0
262,Gushi,CN,2020-05-09 19:43:25,34.64,109.58,54.63,59,55,4.45,broken clouds,0.0,0.0
263,Guiratinga,BR,2020-05-09 19:43:25,-16.35,-53.76,80.2,66,34,3.65,scattered clouds,0.0,0.0
264,Bubaque,GW,2020-05-09 19:43:26,11.28,-15.83,77.41,80,1,14.99,clear sky,0.0,0.0
265,Buala,SB,2020-05-09 19:43:26,-8.14,159.59,81.61,81,37,5.19,light rain,0.0,0.0
266,Karasjok,NO,2020-05-09 19:43:26,69.47,25.51,33.8,47,11,12.75,few clouds,0.0,0.0
267,Upernavik,GL,2020-05-09 19:43:26,72.79,-56.15,20.77,92,100,10.36,overcast clouds,0.0,0.0
268,Ambanja,MG,2020-05-09 19:43:26,-13.68,48.45,74.95,88,91,3.27,overcast clouds,0.0,0.0
269,Amazar,RU,2020-05-09 19:43:27,53.86,120.88,31.33,85,56,4.72,broken clouds,0.0,0.0
270,Dandong,CN,2020-05-09 19:43:28,40.13,124.39,52.47,91,89,1.72,overcast clouds,0.0,0.0
271,Hami,CN,2020-05-09 19:43:28,42.8,93.45,56.32,34,0,7.4,clear sky,0.0,0.0
272,Porto Novo,BJ,2020-05-09 19:43:28,6.5,2.6,83.75,79,39,10.83,scattered clouds,0.0,0.0
273,Burnie,AU,2020-05-09 19:43:29,-41.07,145.92,46.0,79,3,11.99,clear sky,0.0,0.0
274,Vila,PT,2020-05-09 19:43:29,42.03,-8.16,53.01,94,24,3.56,few clouds,0.0,0.0
275,Komsomolskiy,UZ,2020-05-09 19:43:29,40.43,71.72,62.6,63,28,9.17,scattered clouds,0.0,0.0
276,Flinders,AU,2020-05-09 19:43:29,-34.58,150.86,51.01,66,0,4.0,clear sky,0.0,0.0
277,Sur,OM,2020-05-09 19:43:29,22.57,59.53,85.62,46,0,5.99,clear sky,0.0,0.0
278,Inuvik,CA,2020-05-09 19:43:29,68.35,-133.72,39.2,55,20,9.17,few clouds,0.0,0.0
279,Lagoa,PT,2020-05-09 19:43:30,39.05,-27.98,63.46,88,100,28.72,overcast clouds,0.0,0.0
280,Baillif,GP,2020-05-09 19:43:30,16.02,-61.75,84.2,62,75,14.99,broken clouds,0.0,0.0
281,Kavaratti,IN,2020-05-09 19:41:09,10.57,72.64,85.41,71,0,8.5,clear sky,0.0,0.0
282,Pio Ix,BR,2020-05-09 19:43:30,-6.84,-40.58,78.28,70,0,8.19,clear sky,0.0,0.0
283,Cerrito,CO,2020-05-09 19:43:21,6.84,-72.69,78.8,69,75,6.93,broken clouds,0.0,0.0
284,Jinxiang,CN,2020-05-09 19:43:31,22.86,115.7,79.5,89,35,8.99,scattered clouds,0.0,0.0
285,Kulmbach,DE,2020-05-09 19:43:31,50.1,11.45,60.01,85,100,5.53,light rain,0.0,0.0
286,Yarmouth,US,2020-05-09 19:43:31,41.71,-70.23,48.99,26,40,19.46,light rain,0.0,0.0
287,Mahajanga,MG,2020-05-09 19:43:32,-15.72,46.32,78.8,88,40,2.24,scattered clouds,0.0,0.0
288,Wagar,SD,2020-05-09 19:43:32,16.15,36.2,91.53,34,100,13.35,overcast clouds,0.0,0.0
289,Mehamn,NO,2020-05-09 19:43:32,71.04,27.85,30.94,90,87,5.7,overcast clouds,0.0,0.0
290,Great Malvern,GB,2020-05-09 19:43:32,52.11,-2.33,64.99,71,100,2.59,overcast clouds,0.0,0.0
291,Yinchuan,CN,2020-05-09 19:43:33,38.47,106.27,58.69,31,98,9.8,overcast clouds,0.0,0.0
292,Bagdarin,RU,2020-05-09 19:43:33,54.43,113.6,30.33,84,61,3.29,broken clouds,0.0,0.0
293,Samarkand,UZ,2020-05-09 19:43:33,39.65,66.96,62.6,72,0,6.93,clear sky,0.0,0.0
294,Labuhan,ID,2020-05-09 19:43:33,-6.88,112.21,77.36,85,100,7.72,moderate rain,0.0,0.0
295,Cockburn Town,TC,2020-05-09 19:43:33,21.46,-71.14,81.34,82,45,14.09,scattered clouds,0.0,0.0
296,Bathsheba,BB,2020-05-09 19:43:34,13.22,-59.52,86.0,58,40,23.04,shower rain,0.0,0.0
297,Aklavik,CA,2020-05-09 19:43:34,68.22,-135.01,41.0,56,20,16.11,few clouds,0.0,0.0
298,Plettenberg Bay,ZA,2020-05-09 19:43:34,-34.05,23.37,64.6,69,0,3.36,clear sky,0.0,0.0
299,Ardmore,US,2020-05-09 19:43:34,34.17,-97.14,69.8,40,40,8.05,scattered clouds,0.0,0.0
300,Nouadhibou,MR,2020-05-09 19:43:34,20.93,-17.03,67.69,76,0,25.55,clear sky,0.0,0.0
301,Achutupo,PA,2020-05-09 19:43:34,9.2,-77.98,84.25,79,100,6.04,light rain,0.0,0.0
302,Omboue,GA,2020-05-09 19:43:35,-1.57,9.26,77.67,85,73,4.27,broken clouds,0.0,0.0
303,Vestmannaeyjar,IS,2020-05-09 19:43:35,63.44,-20.27,39.2,69,40,9.17,scattered clouds,0.0,0.0
304,Paamiut,GL,2020-05-09 19:43:35,61.99,-49.67,42.35,65,74,6.8,broken clouds,0.0,0.0
305,Riverton,US,2020-05-09 19:43:35,40.52,-111.94,72.0,28,1,3.36,clear sky,0.0,0.0
306,Ilulissat,GL,2020-05-09 19:43:36,69.22,-51.1,33.8,74,75,4.7,broken clouds,0.0,0.0
307,Pevek,RU,2020-05-09 19:43:36,69.7,170.31,38.25,74,100,7.9,overcast clouds,0.0,0.0
308,Tuy Hoa,VN,2020-05-09 19:43:36,13.08,109.3,77.34,88,23,3.83,few clouds,0.0,0.0
309,Misratah,LY,2020-05-09 19:43:36,32.38,15.09,68.11,68,0,19.89,clear sky,0.0,0.0
310,Taltal,CL,2020-05-09 19:43:01,-25.4,-70.48,66.92,58,76,6.26,broken clouds,0.0,0.0
311,Coquimbo,CL,2020-05-09 19:43:37,-29.95,-71.34,57.2,82,90,8.05,overcast clouds,0.0,0.0
312,Vanavara,RU,2020-05-09 19:43:37,60.34,102.28,53.13,84,100,14.97,overcast clouds,0.0,0.0
313,Zenzeli,RU,2020-05-09 19:43:37,45.92,47.05,56.68,69,100,10.98,overcast clouds,0.0,0.0
314,Nome,US,2020-05-09 19:43:37,64.5,-165.41,44.6,65,1,19.46,clear sky,0.0,0.0
315,Nsanje,MW,2020-05-09 19:43:38,-16.92,35.26,66.0,93,61,2.66,broken clouds,0.0,0.0
316,Saint Anthony,US,2020-05-09 19:43:38,45.02,-93.22,60.01,28,20,13.87,few clouds,0.0,0.0
317,Socorro,US,2020-05-09 19:41:59,31.65,-106.3,81.0,17,5,1.97,clear sky,0.0,0.0
318,Kysyl-Syr,RU,2020-05-09 19:43:38,63.9,122.76,16.9,96,1,4.65,clear sky,0.0,0.0
319,Huron,US,2020-05-09 19:43:38,41.15,-82.55,45.0,45,100,11.01,overcast clouds,0.0,0.0
320,Sao Pedro Do Sul,BR,2020-05-09 19:43:38,-29.62,-54.18,68.86,54,0,3.56,clear sky,0.0,0.0
321,Bonaberi,CM,2020-05-09 19:43:39,4.08,9.68,77.0,94,75,1.12,thunderstorm,0.0,0.0
322,Namatanai,PG,2020-05-09 19:43:39,-3.67,152.43,80.26,82,7,5.55,clear sky,0.0,0.0
323,Collie,AU,2020-05-09 19:43:39,-33.37,116.15,41.0,72,0,3.38,clear sky,0.0,0.0
324,Ipu,BR,2020-05-09 19:43:39,-4.32,-40.71,78.84,82,17,3.15,light rain,0.0,0.0
325,Los Llanos De Aridane,ES,2020-05-09 19:43:39,28.66,-17.92,69.8,73,20,20.8,few clouds,0.0,0.0
326,Whitehorse,CA,2020-05-09 19:43:40,60.72,-135.05,64.4,27,20,19.46,few clouds,0.0,0.0
327,Ewa Beach,US,2020-05-09 19:43:40,21.32,-158.01,80.6,54,1,5.82,clear sky,0.0,0.0
328,Havre,FR,2020-05-09 19:43:40,49.58,0.33,62.6,77,100,8.05,light rain,0.0,0.0
329,Bonthe,SL,2020-05-09 19:43:40,7.53,-12.51,81.55,86,100,7.78,light rain,0.0,0.0
330,Cetraro,IT,2020-05-09 19:43:40,39.52,15.94,61.0,73,50,1.79,scattered clouds,0.0,0.0
331,Viransehir,TR,2020-05-09 19:43:41,37.24,39.76,58.28,76,55,20.8,light rain,0.0,0.0
332,Patitirion,GR,2020-05-09 19:43:41,39.15,23.87,63.0,51,2,3.0,clear sky,0.0,0.0
333,Morro Bay,US,2020-05-09 19:42:09,35.37,-120.85,81.0,55,0,3.0,clear sky,0.0,0.0
334,Amapa,BR,2020-05-09 19:43:41,1.0,-52.0,81.46,92,52,2.37,light rain,0.0,0.0
335,Kristianstad,SE,2020-05-09 19:43:42,56.03,14.15,57.2,58,0,4.7,clear sky,0.0,0.0
336,Zamora,EC,2020-05-09 19:43:42,-4.07,-78.96,84.2,42,20,17.22,few clouds,0.0,0.0
337,Huarmey,PE,2020-05-09 19:43:42,-10.07,-78.15,73.8,68,25,10.92,scattered clouds,0.0,0.0
338,Yerbogachen,RU,2020-05-09 19:43:42,61.28,108.01,46.44,91,100,10.67,moderate rain,0.0,0.0
339,Iranshahr,IR,2020-05-09 19:43:42,27.2,60.68,87.8,8,8,6.93,clear sky,0.0,0.0
340,Mezimesti,CZ,2020-05-09 19:43:43,50.62,16.24,55.99,72,100,1.86,overcast clouds,0.0,0.0
341,Payson,US,2020-05-09 19:43:43,40.04,-111.73,66.2,20,1,8.05,clear sky,0.0,0.0
342,Awjilah,LY,2020-05-09 19:43:43,29.11,21.29,71.15,21,55,7.27,broken clouds,0.0,0.0
343,Soanierana Ivongo,MG,2020-05-09 19:43:43,-16.92,49.58,72.93,86,62,7.83,light rain,0.0,0.0
344,Hasaki,JP,2020-05-09 19:43:43,35.73,140.83,64.4,82,75,5.82,broken clouds,0.0,0.0
345,Okhotsk,RU,2020-05-09 19:43:44,59.38,143.3,34.66,85,0,11.54,clear sky,0.0,0.0
346,Buluang,PH,2020-05-09 19:43:44,13.31,123.34,76.89,91,77,2.46,broken clouds,0.0,0.0
347,Tucuman,AR,2020-05-09 19:43:44,-26.82,-65.22,75.2,50,0,3.36,clear sky,0.0,0.0
348,Syedove,UA,2020-05-09 19:39:23,47.08,38.16,54.0,100,79,8.99,broken clouds,0.0,0.0
349,Rosario Oeste,BR,2020-05-09 19:43:44,-14.84,-56.43,83.53,62,100,1.86,overcast clouds,0.0,0.0
350,Chingola,ZM,2020-05-09 19:43:45,-12.53,27.88,58.5,67,25,6.53,scattered clouds,0.0,0.0
351,Sulphur,US,2020-05-09 19:43:45,30.24,-93.38,68.0,49,90,11.41,overcast clouds,0.0,0.0
352,Sibolga,ID,2020-05-09 19:43:45,1.74,98.78,77.85,83,100,3.31,overcast clouds,0.0,0.0
353,Kaithal,IN,2020-05-09 19:43:45,29.8,76.38,89.6,25,97,4.54,overcast clouds,0.0,0.0
354,Nuuk,GL,2020-05-09 19:43:45,64.18,-51.72,44.6,52,40,6.93,scattered clouds,0.0,0.0
355,Deputatskiy,RU,2020-05-09 19:43:46,69.3,139.9,26.92,99,100,3.38,overcast clouds,0.0,0.0
356,Okha,RU,2020-05-09 19:43:46,53.57,142.95,30.56,97,99,10.96,overcast clouds,0.0,0.0
357,Bonito,BR,2020-05-09 19:43:46,-21.12,-56.48,77.74,46,0,3.98,clear sky,0.0,0.0
358,Cayenne,GF,2020-05-09 19:43:46,4.93,-52.33,77.0,100,75,8.05,light rain,0.0,0.0
359,Bac Lieu,VN,2020-05-09 19:43:46,9.29,105.72,83.75,78,100,8.68,overcast clouds,0.0,0.0
360,Port Lincoln,AU,2020-05-09 19:43:47,-34.73,135.87,53.78,68,1,8.19,clear sky,0.0,0.0
361,Pangnirtung,CA,2020-05-09 19:43:47,66.15,-65.71,32.0,85,90,12.75,overcast clouds,0.0,0.0
362,Mocuba,MZ,2020-05-09 19:43:47,-16.84,36.99,66.85,95,75,4.25,broken clouds,0.0,0.0
363,Hobyo,SO,2020-05-09 19:43:47,5.35,48.53,84.74,74,18,11.05,few clouds,0.0,0.0
364,Chumikan,RU,2020-05-09 19:43:47,54.72,135.31,34.63,88,2,2.04,clear sky,0.0,0.0
365,Geraldton,AU,2020-05-09 19:43:47,-28.77,114.6,62.6,42,96,12.75,overcast clouds,0.0,0.0
366,Blackwater,AU,2020-05-09 19:40:45,-23.58,148.88,60.94,87,60,2.24,broken clouds,0.0,0.0
367,Dunedin,NZ,2020-05-09 19:43:48,-45.87,170.5,55.0,96,78,3.0,broken clouds,0.0,0.0
368,Gilgit,PK,2020-05-09 19:43:48,35.92,74.31,61.09,43,100,6.2,light rain,0.0,0.0
369,Norman Wells,CA,2020-05-09 19:43:48,65.28,-126.83,44.6,52,5,18.34,clear sky,0.0,0.0
370,Sovetskaya Gavan,RU,2020-05-09 19:43:49,48.97,140.29,38.1,78,100,1.72,overcast clouds,0.0,0.0
371,Navoi,UZ,2020-05-09 19:43:49,40.08,65.38,66.2,59,0,9.17,clear sky,0.0,0.0
372,Puerto Escondido,MX,2020-05-09 19:43:49,15.85,-97.07,86.0,70,20,7.67,few clouds,0.0,0.0
373,Soyo,AO,2020-05-09 19:43:49,-6.13,12.37,79.93,90,64,4.9,broken clouds,0.0,0.0
374,Matay,EG,2020-05-09 19:43:49,28.42,30.78,69.98,50,0,17.49,clear sky,0.0,0.0
375,Bodden Town,KY,2020-05-09 19:43:50,19.28,-81.25,87.8,79,20,6.93,few clouds,0.0,0.0
376,Chilca,PE,2020-05-09 19:43:50,-12.52,-76.74,75.2,60,4,21.92,clear sky,0.0,0.0
377,Sydney,AU,2020-05-09 19:41:56,-33.87,151.21,55.4,47,0,17.22,clear sky,0.0,0.0
378,Tilichiki,RU,2020-05-09 19:43:50,60.47,166.1,32.11,98,100,10.56,overcast clouds,0.0,0.0
379,Nurota,UZ,2020-05-09 19:43:50,40.56,65.69,66.2,59,0,9.17,clear sky,0.0,0.0
380,Guerrero Negro,MX,2020-05-09 19:43:50,27.98,-114.06,77.54,44,0,11.07,clear sky,0.0,0.0
381,Viedma,AR,2020-05-09 19:41:05,-40.81,-63.0,68.68,27,0,17.2,clear sky,0.0,0.0
382,Havre-Saint-Pierre,CA,2020-05-09 19:43:51,50.23,-63.6,41.0,75,1,10.29,clear sky,0.0,0.0
383,Talagang,PK,2020-05-09 19:43:51,32.93,72.42,83.71,36,9,5.79,clear sky,0.0,0.0
384,Fortuna,US,2020-05-09 19:43:51,40.6,-124.16,64.99,82,20,10.29,few clouds,0.0,0.0
385,Colac,AU,2020-05-09 19:43:52,-38.33,143.58,39.99,97,58,6.35,broken clouds,0.0,0.0
386,Whakatane,NZ,2020-05-09 19:39:49,-37.96,176.99,48.99,99,7,1.99,clear sky,0.0,0.0
387,Bozoum,CF,2020-05-09 19:43:52,6.32,16.38,70.48,92,76,4.21,broken clouds,0.0,0.0
388,Cidreira,BR,2020-05-09 19:43:52,-30.18,-50.21,66.47,68,0,7.49,clear sky,0.0,0.0
389,Vangaindrano,MG,2020-05-09 19:43:52,-23.35,47.6,66.6,84,43,4.07,scattered clouds,0.0,0.0
390,Qaanaaq,GL,2020-05-09 19:43:52,77.48,-69.36,12.61,86,10,3.11,clear sky,0.0,0.0
391,Gat,IL,2020-05-09 19:43:53,31.61,34.76,66.99,75,1,6.26,clear sky,0.0,0.0
392,Lazaro Cardenas,MX,2020-05-09 19:43:53,17.96,-102.2,87.37,54,0,10.83,clear sky,0.0,0.0
393,Boende,CD,2020-05-09 19:43:54,-0.22,20.87,73.27,96,100,3.6,overcast clouds,0.0,0.0
394,Minas,UY,2020-05-09 19:43:54,-34.38,-55.24,69.8,43,99,11.41,overcast clouds,0.0,0.0
395,Creel,MX,2020-05-09 19:43:54,27.75,-107.63,70.77,26,17,7.43,few clouds,0.0,0.0
396,Odienne,CI,2020-05-09 19:43:54,9.51,-7.57,84.24,54,5,4.74,clear sky,0.0,0.0
397,Kiruna,SE,2020-05-09 19:43:55,67.86,20.23,30.2,54,40,6.93,scattered clouds,0.0,0.0
398,Virginia Beach,US,2020-05-09 19:40:01,36.85,-75.98,57.0,35,40,10.29,scattered clouds,0.0,0.0
399,Gizo,SB,2020-05-09 19:43:55,-8.1,156.84,82.72,82,66,15.43,moderate rain,0.0,0.0
400,Pochutla,MX,2020-05-09 19:43:55,15.74,-96.47,93.0,52,20,7.27,few clouds,0.0,0.0
401,Synya,RU,2020-05-09 19:43:56,65.37,58.04,43.66,83,100,3.29,light rain,0.0,0.0
402,Ibra,OM,2020-05-09 19:43:56,22.69,58.53,83.48,29,0,4.59,clear sky,0.0,0.0
403,Mosetse,BW,2020-05-09 19:43:56,-20.75,26.65,63.43,51,0,16.75,clear sky,0.0,0.0
404,Les Cayes,HT,2020-05-09 19:43:56,18.2,-73.75,84.63,69,100,13.49,overcast clouds,0.0,0.0
405,Qurayyat,SA,2020-05-09 19:42:39,31.33,37.34,68.0,45,0,23.04,clear sky,0.0,0.0
406,Medina,SA,2020-05-09 19:43:57,24.47,39.61,87.8,40,40,5.82,scattered clouds,0.0,0.0
407,Marzuq,YE,2020-05-09 19:43:57,14.4,46.47,79.25,30,43,5.1,scattered clouds,0.0,0.0
408,Faanui,PF,2020-05-09 19:43:57,-16.48,-151.75,81.75,81,30,18.21,scattered clouds,0.0,0.0
409,Kingman,US,2020-05-09 19:43:58,35.19,-114.05,89.6,11,1,17.22,clear sky,0.0,0.0
410,Hualmay,PE,2020-05-09 19:43:58,-11.1,-77.61,71.92,71,21,11.03,few clouds,0.0,0.0
411,Sangar,RU,2020-05-09 19:43:58,63.92,127.47,19.45,96,81,5.59,broken clouds,0.0,0.0
412,Gull Lake,CA,2020-05-09 19:43:58,50.1,-108.48,41.0,80,90,6.93,overcast clouds,0.0,0.0
413,Bonfim,BR,2020-05-09 19:43:58,3.08,-59.95,89.78,52,97,7.05,overcast clouds,0.0,0.0
414,Chapais,CA,2020-05-09 19:43:59,49.78,-74.85,28.4,63,90,11.41,light snow,0.0,0.0
415,Makat,KZ,2020-05-09 19:43:59,47.65,53.35,62.37,54,100,17.56,overcast clouds,0.0,0.0
416,Grand Gaube,MU,2020-05-09 19:43:59,-20.01,57.66,71.01,80,0,3.0,clear sky,0.0,0.0
417,Hovd,MN,2020-05-09 19:43:59,48.01,91.64,42.49,51,0,0.36,clear sky,0.0,0.0
418,Nizwa,OM,2020-05-09 19:44:00,22.93,57.53,82.58,22,0,1.83,clear sky,0.0,0.0
419,Sao Filipe,CV,2020-05-09 19:44:00,14.9,-24.5,75.79,71,100,10.96,overcast clouds,0.0,0.0
420,North Vanlaiphai,IN,2020-05-09 19:44:00,23.13,93.07,57.9,76,0,2.42,clear sky,0.0,0.0
421,Corner Brook,CA,2020-05-09 19:44:00,48.97,-57.95,42.8,70,90,9.17,light rain,0.0,0.0
422,Narsaq,GL,2020-05-09 19:44:00,60.92,-46.05,53.6,20,20,23.04,few clouds,0.0,0.0
423,Stornoway,GB,2020-05-09 19:44:01,58.21,-6.39,44.6,70,77,18.34,broken clouds,0.0,0.0
424,Tongren,CN,2020-05-09 19:44:01,27.72,109.19,64.0,86,82,5.57,light rain,0.0,0.0
425,Denpasar,ID,2020-05-09 19:44:01,-8.65,115.22,80.6,100,20,8.05,few clouds,0.0,0.0
426,Rezina,MD,2020-05-09 19:44:01,47.75,28.96,51.71,68,11,2.33,few clouds,0.0,0.0
427,Skibbereen,IE,2020-05-09 19:44:02,51.55,-9.27,64.4,63,20,1.12,few clouds,0.0,0.0
428,Ostrovskoye,RU,2020-05-09 19:44:02,57.81,42.24,49.26,92,90,8.66,overcast clouds,0.0,0.0
429,Blagoyevo,RU,2020-05-09 19:44:02,63.37,47.92,44.11,86,38,2.48,scattered clouds,0.0,0.0
430,Kilindoni,TZ,2020-05-09 19:44:02,-7.91,39.67,80.62,78,34,17.22,light rain,0.0,0.0
431,Mikhaylovka,RU,2020-05-09 19:44:03,50.06,43.24,48.0,90,46,10.02,scattered clouds,0.0,0.0
432,Itanhem,BR,2020-05-09 19:44:03,-17.17,-40.33,68.16,82,48,9.17,scattered clouds,0.0,0.0
433,Pambujan,PH,2020-05-09 19:44:03,12.56,124.93,77.97,89,100,3.38,overcast clouds,0.0,0.0
434,Manado,ID,2020-05-09 19:41:14,1.49,124.85,73.4,100,20,1.12,few clouds,0.0,0.0
435,Ubinskoye,RU,2020-05-09 19:44:04,55.31,79.68,59.68,58,0,3.0,clear sky,0.0,0.0
436,Dali,CN,2020-05-09 19:44:04,25.7,100.18,56.77,59,0,4.59,clear sky,0.0,0.0
437,Flin Flon,CA,2020-05-09 19:44:04,54.77,-101.86,41.0,32,40,9.17,scattered clouds,0.0,0.0
438,Avera,US,2020-05-09 19:44:04,33.19,-82.53,68.0,34,1,3.36,clear sky,0.0,0.0
439,Scarborough,GB,2020-05-09 19:44:05,54.28,-0.4,57.99,75,4,4.97,clear sky,0.0,0.0
440,Lyubar,UA,2020-05-09 19:44:05,49.92,27.76,49.3,79,1,5.41,clear sky,0.0,0.0
441,Brae,GB,2020-05-09 19:44:05,60.4,-1.35,37.4,86,51,24.16,light rain,0.0,0.0
442,Nayagarh,IN,2020-05-09 19:44:05,20.13,85.1,82.74,73,0,3.33,clear sky,0.0,0.0
443,Save,BJ,2020-05-09 19:44:05,8.04,2.49,80.31,80,39,12.48,light rain,0.0,0.0
444,Mayumba,GA,2020-05-09 19:44:06,-3.43,10.66,79.3,88,76,2.46,broken clouds,0.0,0.0
445,Narasannapeta,IN,2020-05-09 19:44:06,18.42,84.05,83.1,82,0,9.6,clear sky,0.0,0.0
446,Kuching,MY,2020-05-09 19:44:06,1.55,110.33,77.0,94,20,1.86,few clouds,0.0,0.0
447,Popondetta,PG,2020-05-09 19:44:06,-8.75,148.25,73.92,91,100,2.46,overcast clouds,0.0,0.0
448,Muros,ES,2020-05-09 19:44:07,42.78,-9.06,60.01,85,73,5.01,broken clouds,0.0,0.0
449,Adelaide,AU,2020-05-09 19:39:14,-34.93,138.6,51.01,87,75,5.82,broken clouds,0.0,0.0
450,Eyl,SO,2020-05-09 19:44:07,7.98,49.82,84.11,73,0,8.88,clear sky,0.0,0.0
451,Cap Malheureux,MU,2020-05-09 19:44:07,-19.98,57.61,71.01,80,0,1.99,clear sky,0.0,0.0
452,Taunggyi,MM,2020-05-09 19:44:08,20.78,97.03,67.96,65,0,0.89,clear sky,0.0,0.0
453,El Dorado,US,2020-05-09 19:44:08,33.21,-92.67,66.2,42,1,5.82,clear sky,0.0,0.0
454,Honggang,CN,2020-05-09 19:44:08,46.47,124.87,54.88,48,0,6.4,clear sky,0.0,0.0
455,Broken Hill,AU,2020-05-09 19:44:08,-31.95,141.43,42.8,81,0,4.7,clear sky,0.0,0.0
456,Kulhudhuffushi,MV,2020-05-09 19:44:09,6.62,73.07,80.29,87,100,5.37,light rain,0.0,0.0
457,Sinop,TR,2020-05-09 19:44:09,41.77,34.87,42.37,63,0,3.36,clear sky,0.0,0.0
458,Jeremie,HT,2020-05-09 19:44:09,18.65,-74.12,84.97,64,100,2.51,overcast clouds,0.0,0.0
459,Heihe,CN,2020-05-09 19:44:09,50.24,127.49,39.2,86,20,2.24,few clouds,0.0,0.0
460,Lumut,MY,2020-05-09 19:44:10,4.23,100.63,78.8,94,40,1.12,scattered clouds,0.0,0.0
461,Tual,ID,2020-05-09 19:44:10,-5.67,132.75,82.99,79,8,18.1,clear sky,0.0,0.0
462,Ahipara,NZ,2020-05-09 19:44:11,-35.17,173.17,58.12,80,96,5.23,overcast clouds,0.0,0.0
463,Iracoubo,GF,2020-05-09 19:44:11,5.48,-53.2,80.44,81,98,11.92,light rain,0.0,0.0
464,Ulcinj,ME,2020-05-09 19:44:11,41.93,19.22,62.6,39,14,4.7,few clouds,0.0,0.0
465,Sao Felix Do Xingu,BR,2020-05-09 19:44:11,-6.64,-51.99,82.31,80,79,3.98,light rain,0.0,0.0
