City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Churapcha,RU,2020-05-08 01:35:34,62.0,132.43,37.72,78,100,17.78
305,Labuhan,ID,2020-05-08 01:35:35,-6.88,112.21,84.7,76,21,4.45
306,Dubbo,AU,2020-05-08 01:35:35,-32.25,148.62,73.4,43,0,14.99
307,Mombetsu,JP,2020-05-08 01:35:35,44.35,143.35,59.0,44,0,10.29
308,Te Anau,NZ,2020-05-08 01:30:55,-45.42,167.72,58.12,72,68,3.96
309,Akdepe,TM,2020-05-08 01:35:35,42.06,59.38,64.4,93,75,4.7
310,Saint-Pierre,RE,2020-05-08 01:35:35,-21.34,55.48,75.2,73,75,5.82
311,Aykhal,RU,2020-05-08 01:35:36,66.0,111.5,17.6,61,92,11.18
312,Sakakah,SA,2020-05-08 01:35:36,29.97,40.21,71.6,24,0,4.7
313,Trincomalee,LK,2020-05-08 01:35:36,8.57,81.23,81.97,73,35,6.69
314,Chake Chake,TZ,2020-05-08 01:35:36,-5.25,39.77,77.38,88,100,14.5
315,Korla,CN,2020-05-08 01:35:37,41.76,86.15,62.15,26,76,8.88
316,Yashan,CN,2020-05-08 01:35:37,22.2,109.94,86.14,73,79,8.68
317,Sauda,NO,2020-05-08 01:35:37,59.65,6.35,44.01,82,94,5.01
318,Naze,JP,2020-05-08 01:35:38,28.37,129.48,75.2,69,40,16.11
319,Kiama,AU,2020-05-08 01:35:38,-34.68,150.87,77.0,48,0,7.0
320,Pakruojis,LT,2020-05-08 01:35:38,55.97,23.87,35.6,80,0,5.82
321,Iquique,CL,2020-05-08 01:32:56,-20.22,-70.14,64.4,72,2,11.41
322,Camacha,PT,2020-05-08 01:35:39,33.08,-16.33,62.6,77,20,1.12
323,Peniche,PT,2020-05-08 01:35:39,39.36,-9.38,62.01,85,9,5.01
324,Matlock,GB,2020-05-08 01:35:39,53.14,-1.56,53.01,10,100,4.72
325,Grindavik,IS,2020-05-08 01:35:40,63.84,-22.43,39.2,86,75,10.29
326,Kerema,PG,2020-05-08 01:35:40,-7.96,145.78,82.62,77,64,7.02
327,Witu,KE,2020-05-08 01:35:40,-2.39,40.44,75.92,92,99,9.66
328,Mehran,IR,2020-05-08 01:35:40,33.12,46.16,46.4,70,0,4.7
329,Christiana,ZA,2020-05-08 01:35:41,-27.91,25.16,53.89,36,50,5.66
330,Kenai,US,2020-05-08 01:35:41,60.55,-151.26,51.8,43,1,23.04
331,Pathein,MM,2020-05-08 01:35:41,16.78,94.73,90.73,59,20,11.39
332,Blacksburg,US,2020-05-08 01:34:51,37.23,-80.41,53.6,75,1,5.01
333,Guangyuan,CN,2020-05-08 01:35:41,32.44,105.82,59.0,63,45,1.99
334,Vestmannaeyjar,IS,2020-05-08 01:35:42,63.44,-20.27,43.45,71,100,14.74
335,Nizhniy Kuranakh,RU,2020-05-08 01:35:42,58.84,125.49,37.94,77,100,14.18
336,Doka,SD,2020-05-08 01:35:42,13.52,35.77,80.15,59,97,13.2
337,Podgornoye,RU,2020-05-08 01:35:42,51.73,39.15,53.6,58,100,4.47
338,Beira,MZ,2020-05-08 01:35:42,-19.84,34.84,77.0,78,20,12.75
339,Taksimo,RU,2020-05-08 01:35:42,56.34,114.88,46.22,53,96,1.63
340,Igarka,RU,2020-05-08 01:35:43,67.47,86.58,32.61,96,97,14.85
341,Berlevag,NO,2020-05-08 01:35:43,70.86,29.09,37.02,83,93,21.97
342,Rincon,US,2020-05-08 01:35:43,32.3,-81.24,64.4,36,1,0.2
343,Turan,VN,2020-05-08 01:33:34,16.07,108.22,87.8,74,20,6.62
344,Ayotzintepec,MX,2020-05-08 01:35:44,17.67,-96.13,74.71,80,75,2.51
345,Kerch,UA,2020-05-08 01:35:44,45.36,36.48,52.0,76,41,12.39
346,Pangody,RU,2020-05-08 01:35:44,65.85,74.49,40.35,98,97,14.45
347,Calama,CL,2020-05-08 01:33:05,-22.47,-68.93,60.8,19,0,11.41
348,Birao,CF,2020-05-08 01:35:44,10.28,22.79,79.05,62,96,4.65
349,Vallenar,CL,2020-05-08 01:35:45,-28.57,-70.76,58.96,71,0,0.47
350,Oistins,BB,2020-05-08 01:35:45,13.07,-59.53,80.6,78,40,18.34
351,Portland,US,2020-05-08 01:33:54,45.52,-122.68,73.99,17,40,23.04
352,Beringovskiy,RU,2020-05-08 01:35:45,63.05,179.32,31.86,99,100,12.1
353,Port Lincoln,AU,2020-05-08 01:35:45,-34.73,135.87,62.4,66,68,19.53
354,Dudinka,RU,2020-05-08 01:35:46,69.41,86.18,33.8,86,40,17.9
355,Nalut,LY,2020-05-08 01:35:46,30.33,10.85,73.02,42,100,20.33
356,Hami,CN,2020-05-08 01:35:46,42.8,93.45,59.92,28,0,5.23
357,Khatanga,RU,2020-05-08 01:35:46,71.97,102.5,12.99,93,0,11.86
358,Eureka,US,2020-05-08 01:35:20,40.8,-124.16,64.99,63,0,1.99
359,Santa Rosalia,MX,2020-05-08 01:35:46,27.32,-112.28,83.12,40,0,1.16
360,Utete,TZ,2020-05-08 01:35:47,-7.99,38.76,69.89,95,45,2.75
361,Makakilo City,US,2020-05-08 01:31:02,21.35,-158.09,84.2,48,20,10.29
362,Iracoubo,GF,2020-05-08 01:35:47,5.48,-53.2,78.82,82,100,11.21
363,Provideniya,RU,2020-05-08 01:35:48,64.38,-173.3,33.8,59,75,17.9
364,Talas,TR,2020-05-08 01:35:48,38.69,35.55,50.0,93,75,5.82
365,Lyubim,RU,2020-05-08 01:35:48,58.36,40.68,49.55,96,96,4.9
366,Severodvinsk,RU,2020-05-08 01:35:48,64.56,39.83,32.0,80,87,4.47
367,Salinopolis,BR,2020-05-08 01:35:48,-0.61,-47.36,79.9,86,95,8.32
368,Ojinaga,MX,2020-05-08 01:35:48,29.57,-104.42,98.6,10,1,5.99
369,Magadi,IN,2020-05-08 01:35:49,12.97,77.23,87.01,100,20,2.24
370,Balabac,PH,2020-05-08 01:35:49,7.99,117.06,87.57,68,9,10.07
371,Inhambane,MZ,2020-05-08 01:35:49,-23.86,35.38,68.31,83,0,8.57
372,Kruisfontein,ZA,2020-05-08 01:35:50,-34.0,24.73,59.25,70,98,7.7
373,Vincennes,FR,2020-05-08 01:35:50,48.85,2.43,53.6,66,49,3.36
374,Atbasar,KZ,2020-05-08 01:35:50,51.8,68.33,56.61,45,5,12.55
375,Neuquen,AR,2020-05-08 01:35:50,-38.95,-68.06,46.4,87,100,4.38
376,Waingapu,ID,2020-05-08 01:35:51,-9.66,120.26,84.31,68,19,15.37
377,Presidencia Roque Saenz Pena,AR,2020-05-08 01:35:51,-26.79,-60.44,48.78,64,0,4.0
378,Coihaique,CL,2020-05-08 01:33:42,-45.58,-72.07,57.2,82,99,6.93
379,Wanning,CN,2020-05-08 01:35:51,18.8,110.4,86.11,73,86,14.74
380,Konya,TR,2020-05-08 01:35:51,38.17,32.5,46.4,93,75,10.29
381,Nenjiang,CN,2020-05-08 01:35:51,49.18,125.22,63.19,31,0,10.02
382,Kyaikto,MM,2020-05-08 01:35:52,17.3,97.02,88.65,65,17,8.57
383,Yerbogachen,RU,2020-05-08 01:35:52,61.28,108.01,34.11,78,45,8.08
384,Ostrovnoy,RU,2020-05-08 01:35:52,68.05,39.51,32.94,94,46,12.33
385,Bandarbeyla,SO,2020-05-08 01:35:52,9.49,50.81,82.13,73,0,2.98
386,Minnedosa,CA,2020-05-08 01:35:52,50.25,-99.84,46.4,20,20,13.87
387,Szany,HU,2020-05-08 01:35:53,47.46,17.3,39.2,80,0,3.31
388,Alindao,CF,2020-05-08 01:35:53,5.03,21.21,71.85,97,100,2.21
389,Chokwe,MZ,2020-05-08 01:35:53,-24.53,32.98,62.06,94,1,3.87
390,Muravlenko,RU,2020-05-08 01:35:53,63.79,74.52,48.9,78,98,9.19
391,Ahipara,NZ,2020-05-08 01:35:53,-35.17,173.17,64.4,68,5,8.63
392,Felanitx,ES,2020-05-08 01:35:54,39.47,3.15,66.2,82,100,6.93
393,Arlit,NE,2020-05-08 01:35:54,18.74,7.39,79.95,14,0,7.61
394,Laguna,US,2020-05-08 01:35:54,38.42,-121.42,93.2,8,1,4.7
395,Broken Hill,AU,2020-05-08 01:31:07,-31.95,141.43,64.4,52,0,5.82
396,Tura,IN,2020-05-08 01:35:54,25.52,90.22,81.73,48,0,6.44
397,Karabulak,RU,2020-05-08 01:35:55,43.3,44.9,46.4,100,100,4.47
398,Yerakion,GR,2020-05-08 01:35:55,37.0,22.7,57.0,54,0,6.71
399,Mount Gambier,AU,2020-05-08 01:35:55,-37.83,140.77,59.0,87,90,12.75
400,Pishin,PK,2020-05-08 01:35:55,30.58,67.0,72.18,21,0,3.15
401,Mecca,SA,2020-05-08 01:35:56,21.43,39.83,79.99,29,0,0.6
402,Cikampek,ID,2020-05-08 01:35:56,-6.42,107.46,84.2,83,20,4.7
403,Nador,MA,2020-05-08 01:35:56,35.17,-2.93,66.2,88,100,2.24
404,Guerrero Negro,MX,2020-05-08 01:33:15,27.98,-114.06,72.39,50,52,13.85
405,Cabo San Lucas,MX,2020-05-08 01:34:02,22.89,-109.91,96.8,26,5,11.41
406,Egvekinot,RU,2020-05-08 01:35:57,66.32,-179.17,32.34,98,100,2.75
407,Lope De Vega,PH,2020-05-08 01:35:57,12.3,124.62,91.47,54,100,3.62
408,Caldas Novas,BR,2020-05-08 01:35:57,-17.74,-48.62,62.35,97,100,4.23
409,Lompoc,US,2020-05-08 01:31:24,34.64,-120.46,70.0,63,1,9.17
410,Moshenskoye,RU,2020-05-08 01:35:58,58.51,34.59,37.4,83,99,6.64
411,Saint Anthony,US,2020-05-08 01:32:09,45.02,-93.22,53.6,16,1,16.11
412,Benguela,AO,2020-05-08 01:35:58,-12.58,13.41,77.9,73,0,2.73
413,Eqbaliyeh,IR,2020-05-08 01:35:58,35.3,51.54,62.6,44,0,6.93
414,Tondano,ID,2020-05-08 01:35:58,1.3,124.91,89.6,62,20,1.12
415,Byron Bay,AU,2020-05-08 01:35:58,-28.65,153.62,77.0,69,40,6.93
416,Ballina,AU,2020-05-08 01:35:59,-28.87,153.57,77.0,69,40,6.93
417,Guiong,PH,2020-05-08 01:35:59,6.42,122.03,87.8,79,20,4.7
418,Cape Canaveral,US,2020-05-08 01:32:42,28.41,-80.6,66.2,51,1,9.17
419,Yele,CM,2020-05-08 01:35:59,10.73,13.59,79.32,35,0,2.06
420,Boyuibe,BO,2020-05-08 01:35:59,-20.42,-63.28,50.65,73,0,1.9
421,Anshun,CN,2020-05-08 01:36:00,26.25,105.93,77.9,45,0,3.98
422,Chernyshevskiy,RU,2020-05-08 01:36:00,63.01,112.47,26.44,84,86,9.8
423,Bogorodskoye,RU,2020-05-08 01:36:00,56.55,37.88,45.57,98,74,6.22
424,Maarianhamina,AX,2020-05-08 01:36:00,60.1,19.93,39.2,93,3,3.36
425,Shache,CN,2020-05-08 01:36:00,38.42,77.24,58.95,51,100,10.0
426,Keti Bandar,PK,2020-05-08 01:36:01,24.14,67.45,83.61,79,70,10.16
427,Tual,ID,2020-05-08 01:36:01,-5.67,132.75,83.5,76,25,19.73
428,Mayo,US,2020-05-08 01:36:01,38.89,-76.51,59.0,44,40,11.12
429,Tsurugi,JP,2020-05-08 01:36:01,36.45,136.63,66.99,45,20,3.36
430,Toora-Khem,RU,2020-05-08 01:36:01,52.47,96.11,40.95,67,18,12.5
431,Oskemen,KZ,2020-05-08 01:36:02,49.96,82.61,51.8,71,0,2.68
432,Galle,LK,2020-05-08 01:33:03,6.04,80.22,80.26,80,100,1.28
433,Charters Towers,AU,2020-05-08 01:36:02,-20.1,146.27,78.06,40,2,14.54
434,Mocuba,MZ,2020-05-08 01:31:18,-16.84,36.99,64.02,98,85,3.8
435,Namatanai,PG,2020-05-08 01:36:02,-3.67,152.43,85.91,64,56,6.42
436,Nishihara,JP,2020-05-08 01:36:03,26.18,127.76,75.2,83,90,17.22
437,Burnie,AU,2020-05-08 01:36:03,-41.07,145.92,59.0,80,58,5.99
438,Brigham City,US,2020-05-08 01:36:03,41.51,-112.02,60.8,11,1,3.36
439,Chepareria,KE,2020-05-08 01:36:03,1.31,35.2,61.61,85,100,2.48
440,Kokopo,PG,2020-05-08 01:36:03,-4.35,152.26,84.47,70,10,4.83
441,High Level,CA,2020-05-08 01:36:04,58.52,-117.14,62.6,25,75,12.75
442,Venado Tuerto,AR,2020-05-08 01:36:04,-33.75,-61.97,46.99,76,58,1.99
443,Paita,PE,2020-05-08 01:36:04,-5.09,-81.11,73.22,75,4,13.89
444,Pergine Valsugana,IT,2020-05-08 01:36:04,46.06,11.24,48.99,79,100,3.0
445,Hamilton,US,2020-05-08 01:36:04,39.18,-84.53,61.0,44,90,6.93
446,Pampa,US,2020-05-08 01:32:35,35.54,-100.96,84.2,45,1,16.11
447,Kizukuri,JP,2020-05-08 01:36:05,40.81,140.39,62.6,37,19,9.17
448,Telemaco Borba,BR,2020-05-08 01:36:05,-24.32,-50.62,49.42,85,0,2.28
449,Le Port,RE,2020-05-08 01:36:05,-20.94,55.29,71.6,73,20,5.82
450,Ilabaya,PE,2020-05-08 01:36:05,-17.42,-70.51,68.07,48,43,0.54
451,Chester,US,2020-05-08 01:35:29,40.13,-75.87,59.0,35,20,4.7
452,Pacific Grove,US,2020-05-08 01:36:06,36.62,-121.92,75.99,37,1,3.36
453,Independencia,BR,2020-05-08 01:36:06,-5.4,-40.31,71.38,86,56,0.67
454,Pontianak,ID,2020-05-08 01:36:06,-0.03,109.33,84.2,83,20,2.21
455,Mapiripan,CO,2020-05-08 01:36:06,2.89,-72.13,75.92,86,86,1.28
456,Finsterwalde,DE,2020-05-08 01:36:07,51.63,13.72,42.01,100,75,1.12
457,Aktash,RU,2020-05-08 01:36:07,50.3,87.73,38.41,75,44,5.88
458,Dolinsk,RU,2020-05-08 01:36:07,47.35,142.8,60.8,38,0,2.24
459,Oktyabrskiy,RU,2020-05-08 01:32:03,54.48,53.47,56.25,60,49,6.64
460,Lincoln,US,2020-05-08 01:36:07,40.8,-96.67,51.8,76,90,13.87
461,Kirakira,SB,2020-05-08 01:36:08,-10.45,161.92,83.43,77,71,5.66
462,Katherine,AU,2020-05-08 01:36:08,-14.47,132.27,84.2,51,40,6.93
463,Sorong,ID,2020-05-08 01:36:08,-0.88,131.25,86.79,67,0,7.09
464,Tahoua,NE,2020-05-08 01:36:08,14.89,5.27,91.4,6,3,4.7
465,Honiara,SB,2020-05-08 01:36:08,-9.43,159.95,87.8,74,40,6.93
466,Batagay,RU,2020-05-08 01:36:08,67.63,134.63,27.66,94,100,7.25
467,Uyuni,BO,2020-05-08 01:36:09,-20.46,-66.83,43.65,48,0,1.54
468,Bukene,TZ,2020-05-08 01:36:09,-4.23,32.88,62.1,93,11,5.17
469,Lata,PT,2020-05-08 01:36:09,40.16,-8.33,61.0,87,75,4.7
470,Nedjo,ET,2020-05-08 01:36:09,9.5,35.5,62.55,88,100,2.13
471,Zdvinsk,RU,2020-05-08 01:36:09,54.7,78.66,62.02,52,5,0.92
472,Alyangula,AU,2020-05-08 01:36:10,-13.85,136.42,84.2,58,90,5.82
473,Kharitonovo,RU,2020-05-08 01:36:10,61.4,47.5,55.15,92,100,7.02
474,Skjervoy,NO,2020-05-08 01:36:10,70.03,20.97,36.48,80,100,20.65
475,Srednekolymsk,RU,2020-05-08 01:36:10,67.45,153.68,33.31,94,68,8.32
476,Tukrah,LY,2020-05-08 01:36:10,32.53,20.58,63.18,78,62,21.56
477,Puerto Colombia,CO,2020-05-08 01:36:10,10.99,-74.95,82.4,83,40,14.5
478,Nicolas Bravo,MX,2020-05-08 01:36:11,18.45,-88.92,74.37,91,69,3.85
479,Rio Grande,BR,2020-05-08 01:35:48,-32.03,-52.1,43.0,94,0,6.93
480,Eregli,TR,2020-05-08 01:36:11,37.51,34.05,51.03,77,100,4.7
481,Pasighat,IN,2020-05-08 01:36:11,28.07,95.33,76.44,63,35,1.99
482,Deputatskiy,RU,2020-05-08 01:36:11,69.3,139.9,24.37,98,100,10.54
483,Brigantine,US,2020-05-08 01:33:50,39.41,-74.36,59.0,33,1,6.93
484,Goulburn,AU,2020-05-08 01:36:12,-34.75,149.72,68.0,57,0,18.16
485,Abu Samrah,SY,2020-05-08 01:36:12,35.3,37.18,59.02,56,4,3.02
486,Swan River,CA,2020-05-08 01:36:12,52.11,-101.27,38.32,64,38,4.83
487,Plast,RU,2020-05-08 01:36:12,54.37,60.81,55.63,49,0,5.03
488,Oussouye,SN,2020-05-08 01:36:13,12.48,-16.55,75.2,83,96,4.7
489,Tautira,PF,2020-05-08 01:36:13,-17.73,-149.15,87.8,58,3,6.93
490,Akureyri,IS,2020-05-08 01:36:13,65.68,-18.09,33.8,64,90,38.03
491,Surt,LY,2020-05-08 01:34:10,31.21,16.59,65.5,79,0,11.88
492,Hernani,ES,2020-05-08 01:36:13,43.27,-1.98,68.0,82,99,4.7
493,Bogotol,RU,2020-05-08 01:36:14,56.21,89.53,42.48,71,99,3.47
494,Bontang,ID,2020-05-08 01:36:14,0.13,117.5,85.19,71,50,7.16
495,Guasdualito,VE,2020-05-08 01:36:14,7.24,-70.73,76.71,88,100,2.26
496,Kutum,SD,2020-05-08 01:36:14,14.2,24.67,70.52,22,98,6.04
497,Khani,GE,2020-05-08 01:36:15,41.96,42.96,57.2,87,75,5.82
498,Sibenik,HR,2020-05-08 01:36:15,43.73,15.91,59.0,41,0,6.93
499,Vostok,RU,2020-05-08 01:36:15,46.49,135.88,62.58,34,100,7.92
500,Waipawa,NZ,2020-05-08 01:36:15,-41.41,175.52,66.2,59,0,18.34
501,Amboasary,MG,2020-05-08 01:36:15,-25.03,46.38,68.0,88,20,4.7
502,Diego De Almagro,CL,2020-05-08 01:36:15,-26.37,-70.05,56.95,66,0,0.29
503,Dakar,SN,2020-05-08 01:36:16,14.69,-17.44,69.8,88,6,16.11
504,Klaksvik,FO,2020-05-08 01:36:16,62.23,-6.59,42.8,87,99,5.3
505,Masuguru,TZ,2020-05-08 01:36:16,-11.37,38.42,66.9,87,30,3.76
506,Bako,ET,2020-05-08 01:36:16,5.78,36.57,62.87,99,97,1.41
507,Lakes Entrance,AU,2020-05-08 01:36:17,-37.88,147.98,68.0,59,0,4.0
508,Katangli,RU,2020-05-08 01:36:17,51.71,143.23,47.14,54,98,9.51
509,Gizo,SB,2020-05-08 01:36:17,-8.1,156.84,83.71,76,59,7.96
510,North Bend,US,2020-05-08 01:36:17,43.41,-124.22,78.01,59,1,20.8
511,Kantunilkin,MX,2020-05-08 01:36:17,21.09,-87.45,80.6,74,75,12.75
512,Tazovskiy,RU,2020-05-08 01:36:18,67.47,78.7,33.67,97,62,13.44
513,Statesboro,US,2020-05-08 01:36:04,32.45,-81.78,60.8,58,1,2.53
514,Sept-Iles,CA,2020-05-08 01:34:28,50.2,-66.38,41.0,56,75,4.7
515,Kashi,CN,2020-05-08 01:36:18,39.45,75.98,55.4,62,75,6.71
516,Ngunguru,NZ,2020-05-08 01:36:18,-35.62,174.5,66.99,64,80,5.99
517,Katsuura,JP,2020-05-08 01:31:25,35.13,140.3,68.0,45,63,5.82
518,Williams Lake,CA,2020-05-08 01:31:56,52.14,-122.14,57.2,35,40,11.41
519,Haines Junction,CA,2020-05-08 01:36:19,60.75,-137.51,50.7,45,100,4.38
520,Tevaitoa,PF,2020-05-08 01:36:19,-16.78,-151.5,82.9,73,0,13.4
521,Konstantinovka,RU,2020-05-08 01:36:19,49.62,127.98,60.15,49,0,6.87
522,Raudeberg,NO,2020-05-08 01:36:20,61.99,5.14,42.01,93,100,23.64
523,Pingliang,CN,2020-05-08 01:32:26,35.54,106.69,54.19,63,100,17.4
524,Eyl,SO,2020-05-08 01:36:20,7.98,49.82,82.72,73,58,3.4
525,Nemuro,JP,2020-05-08 01:36:20,43.32,145.57,62.6,39,0,14.99
526,Sijunjung,ID,2020-05-08 01:36:20,-0.69,100.95,75.06,92,100,1.43
527,Tiznit,MA,2020-05-08 01:36:20,29.58,-9.5,59.14,80,10,2.01
528,Hofn,IS,2020-05-08 01:36:21,64.25,-15.21,38.57,72,64,14.7
529,Ranong,TH,2020-05-08 01:36:21,9.97,98.63,82.4,94,79,3.36
530,Monforte De Lemos,ES,2020-05-08 01:36:21,42.52,-7.51,57.0,100,19,0.76
531,Blagodarnyy,RU,2020-05-08 01:36:21,45.1,43.44,52.63,92,100,11.01
532,Tasiilaq,GL,2020-05-08 01:36:22,65.61,-37.64,30.2,68,0,3.36
533,Alice Town,BS,2020-05-08 01:36:22,25.72,-79.3,73.69,64,100,20.94
534,Dawson Creek,CA,2020-05-08 01:36:22,55.77,-120.24,48.2,81,90,11.41
535,Belmonte,BR,2020-05-08 01:36:22,-15.86,-38.88,75.2,94,90,10.29
536,Yunyang,CN,2020-05-08 01:36:22,33.45,112.71,72.43,64,16,10.07
537,Grand Baie,MU,2020-05-08 01:36:23,-20.02,57.58,73.99,89,100,5.01
538,Turukhansk,RU,2020-05-08 01:36:23,65.82,87.98,37.85,77,85,12.1
539,Tiarei,PF,2020-05-08 01:36:23,-17.53,-149.33,87.8,58,5,6.93
540,Turangi,NZ,2020-05-08 01:36:23,-39.0,175.93,61.83,53,0,4.27
541,Oranjestad,AW,2020-05-08 01:31:29,12.52,-70.03,82.4,78,20,27.51
542,Trojes,AL,2020-05-08 01:36:24,41.76,19.96,48.2,87,0,2.24
543,Starogard Gdanski,PL,2020-05-08 01:36:24,53.96,18.53,42.8,93,42,5.82
544,Mbekenyera,TZ,2020-05-08 01:36:25,-10.0,38.98,67.21,95,37,4.85
545,Kabompo,ZM,2020-05-08 01:36:25,-13.59,24.2,58.39,60,85,4.52
546,Boli,CN,2020-05-08 01:36:25,45.77,130.52,64.76,41,100,12.66
547,Nagato,JP,2020-05-08 01:36:25,34.38,131.2,73.4,63,20,18.34
548,Miranda,CO,2020-05-08 01:36:25,3.25,-76.23,75.2,83,75,2.24
549,Harnosand,SE,2020-05-08 01:36:25,62.63,17.94,34.0,80,99,4.7
550,Doctor Arroyo,MX,2020-05-08 01:36:26,23.67,-100.18,69.35,57,5,12.64
551,Tambau,BR,2020-05-08 01:36:26,-21.7,-47.27,57.2,82,2,11.41
552,Paamiut,GL,2020-05-08 01:36:26,61.99,-49.67,37.06,82,100,0.6
